cell_line,method,seed,nsc1,nsc2,conc1_M,conc2_M,percent_growth,regret,drug1_name,drug2_name,drug1_moa,drug2_moa,burden_initial,burden_final,burden_ratio_final,nadir_burden,time_to_nadir,depth_of_response,kg_regrowth,time_to_regrowth,log_kill,log_kill_nadir,burden_auc_ratio,log_kill_auc,growth_delay,kg_biexp,ks_biexp,ttg_biexp,biexp_r2,ets_early,t_early,hypoxic_fraction,necrotic_fraction,viable_rim_thickness,auc_surface_drug1,auc_core_drug1,core_to_surface_ratio_drug1,penetration_depth_drug1,auc_surface_drug2,auc_core_drug2,core_to_surface_ratio_drug2,penetration_depth_drug2,kill_fraction_core,kill_fraction_rim,core_sparing,residual_core_burden,solver_success,n_drugs_simulated,sim_ok,sim_message,wall_s,sweep
MOLT-4,act_hamming+zero,3,63878,105014,9.99999993922529e-09,1.0000000116860974e-07,-99.70999908447266,,cytarabine,cladribine,antimetabolite,antimetabolite,,,241279087.64641,244675702.8437335,1.014077536642136,0.0839111649278051,4.4,0.9160888350721949,0.1291988585024396,12.4,-0.0006545027770739,1.087452950814746,0.6262831482170964,0.2032292739681603,,0.0400747666491415,0.9377734362898243,3.2241829514984888,0.838163792280487,0.8834308912677385,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,2.0400557742805585,1.345773775971948,0.659674991702884,400.0,3.277220739628644,2.165448689489474,0.6607576545896174,400.0,-0.1475088015296051,0.0029939410719542,0.1505027426015593,0.1457648532690975,1.0,"2,True,The solver successfully reached the end of the integration interval.",2.642,phi_strong
MOLT-4,hamming+zero,3,63878,105014,9.99999993922529e-09,1.0000000116860974e-07,-99.70999908447266,,cytarabine,cladribine,antimetabolite,antimetabolite,,,241279087.64641,244675702.8437335,1.014077536642136,0.0839111649278051,4.4,0.9160888350721949,0.1291988585024396,12.4,-0.0006545027770739,1.087452950814746,0.6262831482170964,0.2032292739681603,,0.0400747666491415,0.9377734362898243,3.2241829514984888,0.838163792280487,0.8834308912677385,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,2.0400557742805585,1.345773775971948,0.659674991702884,400.0,3.277220739628644,2.165448689489474,0.6607576545896174,400.0,-0.1475088015296051,0.0029939410719542,0.1505027426015593,0.1457648532690975,1.0,"2,True,The solver successfully reached the end of the integration interval.",2.35,phi_strong
MOLT-4,linear_curve,3,6396,63878,9.999999974752427e-07,1.0000000116860974e-07,-99.87999725341795,,thiotepa,cytarabine,alkylator,antimetabolite,,,241279087.64641,128133656.1553983,0.5310599331475249,0.0002276644397691,4.6000000000000005,0.9997723355602308,0.5005728907374939,,0.2802731233022217,3.653875407750758,0.0872267644638899,1.0593502366785863,,0.0089730314199747,3.468051856164267,1.7132821631203357,0.6284259011245534,0.9997171233053368,5.25,0.0,0.0,400.0,7.564270332450244,5.040192862207667,0.6663158032025319,400.0,20.40055810519228,13.5928405192878,0.6662974830981803,400.0,0.927604851883268,0.3935587378567788,-0.5340461140264893,0.0,1.0,"2,True,The solver successfully reached the end of the integration interval.",2.688,phi_strong
MOLT-4,ours+zero,3,63878,105014,9.99999993922529e-09,1.0000000116860974e-07,-99.70999908447266,,cytarabine,cladribine,antimetabolite,antimetabolite,,,241279087.64641,244675702.8437335,1.014077536642136,0.0839111649278051,4.4,0.9160888350721949,0.1291988585024396,12.4,-0.0006545027770739,1.087452950814746,0.6262831482170964,0.2032292739681603,,0.0400747666491415,0.9377734362898243,3.2241829514984888,0.838163792280487,0.8834308912677385,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,2.0400557742805585,1.345773775971948,0.659674991702884,400.0,3.277220739628644,2.165448689489474,0.6607576545896174,400.0,-0.1475088015296051,0.0029939410719542,0.1505027426015593,0.1457648532690975,1.0,"2,True,The solver successfully reached the end of the integration interval.",1.868,phi_strong
MOLT-4,random,3,63878,105014,9.99999993922529e-09,1.0000000116860974e-07,-99.70999908447266,,cytarabine,cladribine,antimetabolite,antimetabolite,,,241279087.64641,244675702.8437335,1.014077536642136,0.0839111649278051,4.4,0.9160888350721949,0.1291988585024396,12.4,-0.0006545027770739,1.087452950814746,0.6262831482170964,0.2032292739681603,,0.0400747666491415,0.9377734362898243,3.2241829514984888,0.838163792280487,0.8834308912677385,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,2.0400557742805585,1.345773775971948,0.659674991702884,400.0,3.277220739628644,2.165448689489474,0.6607576545896174,400.0,-0.1475088015296051,0.0029939410719542,0.1505027426015593,0.1457648532690975,1.0,"2,True,The solver successfully reached the end of the integration interval.",26.931,phi_strong
MOLT-4,tanimoto+zero,3,63878,105014,9.99999993922529e-09,1.0000000116860974e-07,-99.70999908447266,,cytarabine,cladribine,antimetabolite,antimetabolite,,,241279087.64641,244675702.8437335,1.014077536642136,0.0839111649278051,4.4,0.9160888350721949,0.1291988585024396,12.4,-0.0006545027770739,1.087452950814746,0.6262831482170964,0.2032292739681603,,0.0400747666491415,0.9377734362898243,3.2241829514984888,0.838163792280487,0.8834308912677385,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,2.0400557742805585,1.345773775971948,0.659674991702884,400.0,3.277220739628644,2.165448689489474,0.6607576545896174,400.0,-0.1475088015296051,0.0029939410719542,0.1505027426015593,0.1457648532690975,1.0,"2,True,The solver successfully reached the end of the integration interval.",27.025,phi_strong
NCI-H322M,act_hamming+zero,5,740,6396,1.0000000116860974e-07,9.999999974752427e-07,-56.81999969482422,,NSC740,thiotepa,other,alkylator,,,241279087.64641,244385807.3150744,1.012876042009978,0.8386129802563806,4.4,0.1613870197436193,0.0063265879135571,4.800000000000001,-0.0001396389386593,0.08771112096612,0.9573440842702206,0.0189319420118489,,0.0202431519069725,0.0300952310978899,7.877689773111475,0.0657235452082197,0.1067850579133976,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,3.870470152891944,2.3514266519879543,0.607529979331067,400.0,0.053622390134832,0.0340736666222976,0.6354372965587767,400.0,-0.011237427280109,5.95893924656421e-05,0.0112970166725746,0.1420320426079842,1.0,"2,True,The solver successfully reached the end of the integration interval.",4.605,phi_strong
NCI-H322M,hamming+zero,5,740,6396,1.0000000116860974e-07,9.999999974752427e-07,-56.81999969482422,,NSC740,thiotepa,other,alkylator,,,241279087.64641,244385807.3150744,1.012876042009978,0.8386129802563806,4.4,0.1613870197436193,0.0063265879135571,4.800000000000001,-0.0001396389386593,0.08771112096612,0.9573440842702206,0.0189319420118489,,0.0202431519069725,0.0300952310978899,7.877689773111475,0.0657235452082197,0.1067850579133976,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,3.870470152891944,2.3514266519879543,0.607529979331067,400.0,0.053622390134832,0.0340736666222976,0.6354372965587767,400.0,-0.011237427280109,5.95893924656421e-05,0.0112970166725746,0.1420320426079842,1.0,"2,True,The solver successfully reached the end of the integration interval.",5.588,phi_strong
NCI-H322M,ours+zero,5,14229,24559,3.000000106112566e-06,9.999999974752427e-07,-61.189998626708984,,NSC14229,NSC24559,other,other,,,241279087.64641,244623174.6498234,1.013859829444954,0.4203590783525089,4.4,0.579640921647491,0.039596578136801,8.8,-0.0005612562731621,0.3876522700365191,0.823330907827051,0.0844255808756394,,0.0379254975424301,0.1355324064607727,7.3423412836251964,0.2100859519455323,0.510626749567491,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,0.025737532844235,0.015158893266365,0.5889800455275781,400.0,2.4496629563880408,1.4908816233826971,0.608606836909907,400.0,-0.0525248107355926,0.0005092083858855,0.0530340191214782,0.1433347375468172,1.0,"2,True,The solver successfully reached the end of the integration interval.",528.736,phi_strong
NCI-H322M,linear_curve,5,713563,715055,9.999999974752427e-07,9.999999747378752e-06,-33.05699920654297,,arsenic trioxide,gefitinib,other,kinase_inhibitor,,,241279087.64641,180838927.3394104,0.7495010409042431,0.0009420910617206,4.800000000000001,0.9990579089382792,0.4478852690227303,,0.1306444194318144,3.0369633541374217,0.1617946030501011,0.7910359691554626,,0.0160242831093662,2.1727930357066154,2.243066803198524,0.6297775486404066,0.9989817800293946,5.25,0.0,0.0,400.0,0.0225956572702513,0.0146573073616995,0.6486780705864591,400.0,63.097079365186474,41.61011089656552,0.6594617582176666,400.0,0.8178397605665766,0.1760422255737415,-0.6417975349928351,0.0,1.0,"2,True,The solver successfully reached the end of the integration interval.",532.672,phi_strong
NCI-H322M,random,5,32065,760766,9.999999747378752e-05,1.9999999949504854e-06,14.109999656677246,,hydroxyurea,NSC760766,antimetabolite,other,,,241279087.64641,244519576.16568103,1.0134304574461088,0.5123560789227997,4.4,0.4876439210772003,0.0296428589589415,8.200000000000001,-0.0003772925914177,0.3017008078788744,0.8584497105601051,0.0662851414651572,,0.0350922095746466,0.0987016533245335,7.72922254057132,0.144673927617428,0.4267134020422386,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,1.7752751727968317,1.1612413012507314,0.6541190453428527,400.0,0.6866976526575895,0.4114541934635567,0.5991780980627899,400.0,-0.045972092653419,0.0003674360220975,0.0463395286755166,0.1428715694994948,1.0,"2,True,The solver successfully reached the end of the integration interval.",5.975,phi_strong
NCI-H322M,tanimoto+zero,5,740,6396,1.0000000116860974e-07,9.999999974752427e-07,-56.81999969482422,,NSC740,thiotepa,other,alkylator,,,241279087.64641,244385807.3150744,1.012876042009978,0.8386129802563806,4.4,0.1613870197436193,0.0063265879135571,4.800000000000001,-0.0001396389386593,0.08771112096612,0.9573440842702206,0.0189319420118489,,0.0202431519069725,0.0300952310978899,7.877689773111475,0.0657235452082197,0.1067850579133976,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,3.870470152891944,2.3514266519879543,0.607529979331067,400.0,0.053622390134832,0.0340736666222976,0.6354372965587767,400.0,-0.011237427280109,5.95893924656421e-05,0.0112970166725746,0.1420320426079842,1.0,"2,True,The solver successfully reached the end of the integration interval.",7.704,phi_strong
RPMI-8226,act_hamming+zero,0,740,19893,2.999999892949745e-08,9.999999747378752e-05,-71.53700256347656,,NSC740,fluorouracil,other,antimetabolite,,,241279087.64641,243068312.945182,1.0074155838213137,0.0381709125298066,5.0,0.9618290874701934,0.2098337065140375,14.8,0.00220799504082,1.4291991843828935,0.4964985115642383,0.3040820491230953,,0.0360478857475112,1.0623310171524096,3.080332863556077,0.8875831287510746,0.9611369278869306,5.25,0.1968849621189929,0.0578624312878497,168.55345911949686,1.0369404637895894,0.6594290070324774,0.6359371922111483,400.0,3.0802637990557153,2.0392592000915,0.6620404397560543,400.0,-0.2680273084509597,0.0099363451664102,0.2779636536173699,0.1400327668110632,1.0,"2,True,The solver successfully reached the end of the integration interval.",20.182,phi_strong
RPMI-8226,hamming+zero,0,740,19893,2.999999892949745e-08,9.999999747378752e-05,-71.53700256347656,,NSC740,fluorouracil,other,antimetabolite,,,241279087.64641,243068312.945182,1.0074155838213137,0.0381709125298066,5.0,0.9618290874701934,0.2098337065140375,14.8,0.00220799504082,1.4291991843828935,0.4964985115642383,0.3040820491230953,,0.0360478857475112,1.0623310171524096,3.080332863556077,0.8875831287510746,0.9611369278869306,5.25,0.1968849621189929,0.0578624312878497,168.55345911949686,1.0369404637895894,0.6594290070324774,0.6359371922111483,400.0,3.0802637990557153,2.0392592000915,0.6620404397560543,400.0,-0.2680273084509597,0.0099363451664102,0.2779636536173699,0.1400327668110632,1.0,"2,True,The solver successfully reached the end of the integration interval.",24.555,phi_strong
RPMI-8226,linear_curve,0,127716,681239,3.000000106112566e-07,3.000000106112566e-07,-98.0500030517578,,decitabine,bortezomib,antimetabolite,proteasome,,,241279087.64641,231824101.93396667,0.960813074167872,0.0048878710840884,4.6000000000000005,0.9951121289159116,0.3458075643318324,,0.0227777557092726,2.3220508656674532,0.3166687575024643,0.4993947819504405,,0.0279224723971017,1.7560061208789384,2.3214861001804317,0.7636037851505526,0.9939427809100548,5.25,0.1724312542656479,0.0339766680013239,178.61635220125788,6.647919983820463,4.418924317544276,0.6647078075998117,400.0,2.659365748651904,1.6812880977740563,0.6322139399690853,400.0,-0.3133986679504852,0.0421463384867493,0.3555450064372345,0.1067322785655257,1.0,"2,True,The solver successfully reached the end of the integration interval.",18.374,phi_strong
RPMI-8226,random,0,14229,246131,2.999999892949745e-08,1.9999999494757503e-05,-94.70999908447266,,NSC14229,mitoxantrone,other,dna_intercalator,,,241279087.64641,224358183.04949567,0.9298699909636942,0.0067290955851725,4.6000000000000005,0.9932709044148276,0.3129029823470679,,0.0369944275037624,2.1832139112917037,0.3324371079114617,0.4782905045579096,,0.0277767759968416,1.2320913301512215,3.010051590872183,0.7986649931148488,0.991391118458504,5.25,0.1448251182253859,0.0,191.19496855345912,0.0074007132575906,0.004673106210565,0.6314399771903048,400.0,14.265289286311544,8.534023951764043,0.59823700595774,400.0,0.5227760217273333,0.0361868158870551,-0.4865892058402781,0.0568167757439835,1.0,"2,True,The solver successfully reached the end of the integration interval.",1064.364,phi_strong
RPMI-8226,ours+zero,0,19893,749226,9.999999747378752e-05,4.999999873689376e-06,-76.33100128173828,,fluorouracil,NSC749226,antimetabolite,other,,,241279087.64641,235983685.33515257,0.9780527920471176,0.0090848328174961,5.0,0.9909151671825038,0.3206618274669127,,0.0150543625665145,2.0526147872141967,0.349628188985721,0.4563935593688316,,0.029586783478162,1.4235009315009477,2.665735016310446,0.787905641284442,0.9907472612735776,5.25,0.1843879427084984,0.047290154371214,173.58490566037736,3.0802637990557153,2.04320367043839,0.6633210022676479,400.0,0.6684768977034642,0.4293819998773138,0.6423288543739433,400.0,-0.4101516923306876,0.0346255448585444,0.444777237189232,0.1245801591565013,1.0,"2,True,The solver successfully reached the end of the integration interval.",1081.396,phi_strong
SF-295,act_hamming+zero,2,740,25154,1.0000000116860974e-07,3.000000106112566e-06,-34.849998474121094,,NSC740,NSC25154,other,other,,,241279087.64641,244307025.65976915,1.012549525294113,0.2031550681247153,4.6000000000000005,0.7968449318752846,0.0822765480394106,11.8,3.853717540950029e-07,0.7033429475114756,0.7064888569442234,0.1508946836467027,,0.0411658531975163,0.5571544367624454,4.354245382741254,0.6751260116215645,0.7687628309796546,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,24.98568003893303,16.282699447785333,0.6516812599222197,400.0,0.0043658953188699,0.0027052322225135,0.619628283532402,400.0,-0.1019835456941604,0.0016549724757803,0.1036385181699408,0.1434389912687079,1.0,"2,True,The solver successfully reached the end of the integration interval.",1.906,phi_strong
SF-295,act_hamming+zero,4,740,25154,1.0000000116860974e-07,3.000000106112566e-06,-34.849998474121094,,NSC740,NSC25154,other,other,,,241279087.64641,244307025.65976915,1.012549525294113,0.2031550681247153,4.6000000000000005,0.7968449318752846,0.0822765480394106,11.8,3.853717540950029e-07,0.7033429475114756,0.7064888569442234,0.1508946836467027,,0.0411658531975163,0.5571544367624454,4.354245382741254,0.6751260116215645,0.7687628309796546,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,24.98568003893303,16.282699447785333,0.6516812599222197,400.0,0.0043658953188699,0.0027052322225135,0.619628283532402,400.0,-0.1019835456941604,0.0016549724757803,0.1036385181699408,0.1434389912687079,1.0,"2,True,The solver successfully reached the end of the integration interval.",1.777,phi_strong
RPMI-8226,tanimoto+zero,0,3053,19893,1.000000013351432e-10,9.999999747378752e-05,-76.15699768066406,,dactinomycin,fluorouracil,dna_intercalator,antimetabolite,,,241279087.64641,243157131.32023585,1.0077836985051023,0.042456023648564,5.0,0.957543976351436,0.2014453994158883,14.6,0.0020493306555581,1.382992410352562,0.5065784960714104,0.2953532496732658,,0.03637197937831,1.0385559982328618,3.118151125474311,0.8915318040007628,0.9567256166456972,5.25,0.1968849621189929,0.0578624312878497,168.55345911949686,0.002326114730968,0.0011941651422449,0.5133732770558616,400.0,3.0802637990557153,2.039151227689605,0.6620053867836665,400.0,-0.256675545877659,0.0090733551104017,0.2657489009880608,0.1396695835860289,1.0,"2,True,The solver successfully reached the end of the integration interval.",11.568,phi_strong
SF-295,act_hamming+zero,9,740,25154,1.0000000116860974e-07,3.000000106112566e-06,-34.849998474121094,,NSC740,NSC25154,other,other,,,241279087.64641,244307025.65976915,1.012549525294113,0.2031550681247153,4.6000000000000005,0.7968449318752846,0.0822765480394106,11.8,3.853717540950029e-07,0.7033429475114756,0.7064888569442234,0.1508946836467027,,0.0411658531975163,0.5571544367624454,4.354245382741254,0.6751260116215645,0.7687628309796546,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,24.98568003893303,16.282699447785333,0.6516812599222197,400.0,0.0043658953188699,0.0027052322225135,0.619628283532402,400.0,-0.1019835456941604,0.0016549724757803,0.1036385181699408,0.1434389912687079,1.0,"2,True,The solver successfully reached the end of the integration interval.",1.79,phi_strong
SF-295,hamming+zero,2,740,25154,1.0000000116860974e-07,3.000000106112566e-06,-34.849998474121094,,NSC740,NSC25154,other,other,,,241279087.64641,244307025.65976915,1.012549525294113,0.2031550681247153,4.6000000000000005,0.7968449318752846,0.0822765480394106,11.8,3.853717540950029e-07,0.7033429475114756,0.7064888569442234,0.1508946836467027,,0.0411658531975163,0.5571544367624454,4.354245382741254,0.6751260116215645,0.7687628309796546,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,24.98568003893303,16.282699447785333,0.6516812599222197,400.0,0.0043658953188699,0.0027052322225135,0.619628283532402,400.0,-0.1019835456941604,0.0016549724757803,0.1036385181699408,0.1434389912687079,1.0,"2,True,The solver successfully reached the end of the integration interval.",1.988,phi_strong
SF-295,hamming+zero,4,740,25154,1.0000000116860974e-07,3.000000106112566e-06,-34.849998474121094,,NSC740,NSC25154,other,other,,,241279087.64641,244307025.65976915,1.012549525294113,0.2031550681247153,4.6000000000000005,0.7968449318752846,0.0822765480394106,11.8,3.853717540950029e-07,0.7033429475114756,0.7064888569442234,0.1508946836467027,,0.0411658531975163,0.5571544367624454,4.354245382741254,0.6751260116215645,0.7687628309796546,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,24.98568003893303,16.282699447785333,0.6516812599222197,400.0,0.0043658953188699,0.0027052322225135,0.619628283532402,400.0,-0.1019835456941604,0.0016549724757803,0.1036385181699408,0.1434389912687079,1.0,"2,True,The solver successfully reached the end of the integration interval.",1.841,phi_strong
SF-295,hamming+zero,9,740,25154,1.0000000116860974e-07,3.000000106112566e-06,-34.849998474121094,,NSC740,NSC25154,other,other,,,241279087.64641,244307025.65976915,1.012549525294113,0.2031550681247153,4.6000000000000005,0.7968449318752846,0.0822765480394106,11.8,3.853717540950029e-07,0.7033429475114756,0.7064888569442234,0.1508946836467027,,0.0411658531975163,0.5571544367624454,4.354245382741254,0.6751260116215645,0.7687628309796546,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,24.98568003893303,16.282699447785333,0.6516812599222197,400.0,0.0043658953188699,0.0027052322225135,0.619628283532402,400.0,-0.1019835456941604,0.0016549724757803,0.1036385181699408,0.1434389912687079,1.0,"2,True,The solver successfully reached the end of the integration interval.",3.343,phi_strong
SF-295,linear_curve,2,119875,681239,1.9999999494757503e-05,3.000000106112566e-07,-95.12000274658205,,cisplatin,bortezomib,platinum,proteasome,,,241279087.64641,189440070.38413927,0.7851491491950605,0.0007041349019274,4.6000000000000005,0.9992958650980726,0.456687573629466,,0.1104644953495336,3.163514737114794,0.1655106486891154,0.7811740591804236,,0.0165983485755127,2.4365765243138253,2.033709915012637,0.6054713417629434,0.9990596551191232,5.25,0.0,0.0,400.0,3.568029240982825,2.3662607701278406,0.6631842427042572,400.0,10.166128824773349,6.5755434086234095,0.6468089793038808,400.0,0.3019629109062433,0.1753365489143568,-0.1266263619918864,0.0,1.0,"2,True,The solver successfully reached the end of the integration interval.",9.097,phi_strong
SF-295,linear_curve,4,119875,681239,1.9999999494757503e-05,3.000000106112566e-07,-95.12000274658205,,cisplatin,bortezomib,platinum,proteasome,,,241279087.64641,189440070.38413927,0.7851491491950605,0.0007041349019274,4.6000000000000005,0.9992958650980726,0.456687573629466,,0.1104644953495336,3.163514737114794,0.1655106486891154,0.7811740591804236,,0.0165983485755127,2.4365765243138253,2.033709915012637,0.6054713417629434,0.9990596551191232,5.25,0.0,0.0,400.0,3.568029240982825,2.3662607701278406,0.6631842427042572,400.0,10.166128824773349,6.5755434086234095,0.6468089793038808,400.0,0.3019629109062433,0.1753365489143568,-0.1266263619918864,0.0,1.0,"2,True,The solver successfully reached the end of the integration interval.",8.369,phi_strong
SF-295,ours+zero,2,681239,747973,3.000000106112566e-07,3.000000106112566e-07,-94.7699966430664,,bortezomib,vorinostat,proteasome,hdac_inhibitor,,,241279087.64641,121301638.66125306,0.5027441037037506,0.0001648706641146,4.4,0.9998351293358854,0.5059080095879808,,0.3040696739680811,3.794129313880603,0.0812675402369699,1.090082885044479,,0.0083092492265934,3.4037780512233407,1.7629302818313008,0.6487201337333584,0.9997569375453272,5.25,0.0,0.0,400.0,10.166128824773349,6.619070254712932,0.651090534932357,400.0,15.837288892247397,10.46019962746112,0.6604791829352531,400.0,0.9515025452738298,0.4217191046206348,-0.529783440653195,0.0,1.0,"2,True,The solver successfully reached the end of the integration interval.",4.01,phi_strong
SF-295,linear_curve,9,119875,681239,1.9999999494757503e-05,3.000000106112566e-07,-95.12000274658205,,cisplatin,bortezomib,platinum,proteasome,,,241279087.64641,189440070.38413927,0.7851491491950605,0.0007041349019274,4.6000000000000005,0.9992958650980726,0.456687573629466,,0.1104644953495336,3.163514737114794,0.1655106486891154,0.7811740591804236,,0.0165983485755127,2.4365765243138253,2.033709915012637,0.6054713417629434,0.9990596551191232,5.25,0.0,0.0,400.0,3.568029240982825,2.3662607701278406,0.6631842427042572,400.0,10.166128824773349,6.5755434086234095,0.6468089793038808,400.0,0.3019629109062433,0.1753365489143568,-0.1266263619918864,0.0,1.0,"2,True,The solver successfully reached the end of the integration interval.",7.925,phi_strong
SF-295,ours+zero,4,681239,747973,3.000000106112566e-07,3.000000106112566e-07,-94.7699966430664,,bortezomib,vorinostat,proteasome,hdac_inhibitor,,,241279087.64641,121301638.66125306,0.5027441037037506,0.0001648706641146,4.4,0.9998351293358854,0.5059080095879808,,0.3040696739680811,3.794129313880603,0.0812675402369699,1.090082885044479,,0.0083092492265934,3.4037780512233407,1.7629302818313008,0.6487201337333584,0.9997569375453272,5.25,0.0,0.0,400.0,10.166128824773349,6.619070254712932,0.651090534932357,400.0,15.837288892247397,10.46019962746112,0.6604791829352531,400.0,0.9515025452738298,0.4217191046206348,-0.529783440653195,0.0,1.0,"2,True,The solver successfully reached the end of the integration interval.",3.799,phi_strong
SF-295,ours+zero,9,752,9706,3.000000106112566e-06,4.999999873689376e-06,-55.029998779296875,,thioguanine,triethylenemelamine,antimetabolite,alkylator,,,241279087.64641,238036572.3007988,0.9865611422140196,0.0104854193736193,4.4,0.9895145806263806,0.2778214642033838,,0.0112926539018803,1.9906868960611228,0.3966806732053703,0.4015589583983697,,0.0324371838862672,1.9018596210394496,2.1047866121061536,0.8495542972285697,0.9843555701730364,5.25,0.1843879427084984,0.0448653818382372,173.58490566037736,5.453086025531121,3.625969525549977,0.6649389920814267,400.0,10.226680180513428,6.808662743099685,0.6657744862378064,400.0,-0.1667150871841409,0.0186770141417432,0.1853921013258842,0.1185769576373724,1.0,"2,True,The solver successfully reached the end of the integration interval.",4.87,phi_strong
SF-295,random,2,1390,681239,1.0000000116860974e-07,3.000000106112566e-07,-66.69999694824219,,NSC1390,bortezomib,other,proteasome,,,241279087.64641,237690102.3006035,0.985125170271424,0.0188872078862733,4.4,0.9811127921137266,0.2404245460025123,,0.0119252441847767,1.7351049406969845,0.4332622855288285,0.3632491136417894,,0.0335319677346165,1.372344712588513,2.640186605534274,0.8847699177941107,0.9747658271353512,5.25,0.1843879427084984,0.0380910942784249,173.58490566037736,0.0051048501129721,0.0032662130651086,0.6398254586963774,400.0,10.166128824773349,6.495495932732605,0.6389350405342145,400.0,-0.0208513834786989,0.0142656482900178,0.0351170317687168,0.1137027456496607,1.0,"2,True,The solver successfully reached the end of the integration interval.",4.311,phi_strong
SF-295,random,4,613327,681239,9.99999993922529e-09,3.000000106112566e-07,-88.45999908447266,,gemcitabine,bortezomib,antimetabolite,proteasome,,,241279087.64641,235672584.6459757,0.9767634109730616,0.0112960250319851,4.6000000000000005,0.9887039749680148,0.2755521741315853,,0.0156272769570084,1.9582449625809264,0.3895890902949772,0.4093932132180362,,0.0316405845048854,1.4978979292565202,2.5219223790070733,0.8481988564582142,0.9849429110316628,5.25,0.1843879427084984,0.0339766680013239,173.58490566037736,1.818916898944863,1.2054222736922915,0.6627143188298189,400.0,10.166128824773349,6.506794305533706,0.6400464146861502,400.0,-0.0410096791066947,0.0206525257609379,0.0616622048676326,0.1121774158568593,1.0,"2,True,The solver successfully reached the end of the integration interval.",5.749,phi_strong
SF-295,random,9,119875,681239,1.9999999494757503e-05,3.000000026176508e-09,-27.690000534057617,,cisplatin,bortezomib,platinum,proteasome,,,241279087.64641,244686491.72793815,1.0141222520143214,0.1794481149259614,4.4,0.8205518850740385,0.0783747781092503,10.6,-0.0006736524086913,0.7573338007032357,0.7191242594088293,0.1431960602250216,,0.0417315574602574,0.6071123347675388,4.126502931291553,0.5897479862046483,0.7473236218717976,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,3.568029240982825,2.347787961533758,0.6580069284653767,400.0,0.1016612855389326,0.0561482956234359,0.5523075507630988,400.0,-0.0912597959056453,0.0012457586286626,0.0925055545343079,0.1442733560659902,1.0,"2,True,The solver successfully reached the end of the integration interval.",8.561,phi_strong
SF-295,tanimoto+zero,2,3053,713563,1.000000013351432e-10,9.999999747378752e-05,16.709999084472656,,dactinomycin,arsenic trioxide,dna_intercalator,other,,,241279087.64641,244370850.2396593,1.0128140512441766,0.860685302629234,4.4,0.1393146973707659,0.0053269169775788,4.4,-0.0001130581229515,0.0764283143409564,0.9626201408310208,0.0165450558518188,,0.0187266019092308,0.0266117928459858,7.750812187873789,0.0743697247327691,0.089832553755634,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,0.0021201881466497,0.0004456537900506,0.21019539740136,121.38113399912568,2.24082401906662,1.3367139229899214,0.596527844942821,400.0,-0.0075288200808891,4.25724983714737e-05,0.0075713925792606,0.1419507920038194,1.0,"2,True,The solver successfully reached the end of the integration interval.",3.901,phi_strong
SF-295,tanimoto+zero,4,3088,141540,9.999999747378752e-05,4.999999873689376e-06,-29.2549991607666,,chlorambucil,etoposide,alkylator,topo2,,,241279087.64641,244215744.7327664,1.0121712043716775,0.1794878776255924,4.6000000000000005,0.8205121223744076,0.0826270530536101,11.8,0.000162682016923,0.7571354864574711,0.7012845782196756,0.1541057114616025,,0.041227097345829,0.621484954453462,4.0938080907348064,0.6745201172286984,0.7732503999943401,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,14.387939455354518,9.549610887183956,0.663723316102087,400.0,10.580405627757251,6.652783053202789,0.6287833649543162,400.0,-0.0906931479317301,0.0015900313809936,0.0922831793127237,0.1430300283135661,1.0,"2,True,The solver successfully reached the end of the integration interval.",2.809,phi_strong
SF-295,tanimoto+zero,9,71423,141540,2.9999999242136255e-05,4.999999873689376e-06,-5.110000133514404,,megestrol,etoposide,hormonal,topo2,,,241279087.64641,244494029.20933732,1.0133245760927228,0.2988839241258305,4.6000000000000005,0.7011160758741695,0.0593322392620471,10.4,-0.0003319159309009,0.5356680521318802,0.7674051388788756,0.1149752969030577,,0.0409807314492938,0.2661300780132853,6.091883304365914,0.4240349581266094,0.6694752204231496,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,1974.4489767877471,1316.1905716366457,0.6666115899221516,400.0,10.580405627757251,6.492274540706869,0.6136130096633212,400.0,-0.0797492595460946,0.0009703239821114,0.0807195835282061,0.1434122213870735,1.0,"2,True,The solver successfully reached the end of the integration interval.",2.981,phi_strong
