cell_line,method,seed,nsc1,nsc2,conc1_M,conc2_M,percent_growth,regret,drug1_name,drug2_name,drug1_moa,drug2_moa,burden_initial,burden_final,burden_ratio_final,nadir_burden,time_to_nadir,depth_of_response,kg_regrowth,time_to_regrowth,log_kill,log_kill_nadir,burden_auc_ratio,log_kill_auc,growth_delay,kg_biexp,ks_biexp,ttg_biexp,biexp_r2,ets_early,t_early,hypoxic_fraction,necrotic_fraction,viable_rim_thickness,auc_surface_drug1,auc_core_drug1,core_to_surface_ratio_drug1,penetration_depth_drug1,auc_surface_drug2,auc_core_drug2,core_to_surface_ratio_drug2,penetration_depth_drug2,kill_fraction_core,kill_fraction_rim,core_sparing,residual_core_burden,solver_success,n_drugs_simulated,sim_ok,sim_message,wall_s,has_fit_drug1,has_fit_drug2,setting
PC-3,hamming+zero,9,681239,750690,3.000000106112566e-07,1.0000000116860974e-07,-37.0,,bortezomib,everolimus,proteasome,kinase_inhibitor,241279087.64641,228642244.252873,0.9476256168041548,0.0092128334138294,4.4,0.9907871665861706,0.2874751010647327,,0.0287798674355363,2.0468794828674217,0.3539072675406326,0.4511105189663663,,0.0297569739587604,1.7809883927808816,2.2597656842751532,0.8390093280006601,0.9871752601405114,5.25,0.1610029557745819,0.0,183.6477987421384,16.44251124641934,10.657384657829004,0.6481603994736416,400.0,0.1288778901525277,0.0832753861468744,0.6461572737442983,400.0,0.4995899332133131,0.0262155625345269,-0.4733743706787862,0.0733189405214975,1.0,2,True,The solver successfully reached the end of the integration interval.,7.072,True,True,phi_strong
PC-3,ours+zero,6,24559,681239,9.999999974752427e-07,3.000000106112566e-07,-82.56999969482422,,NSC24559,bortezomib,other,proteasome,241279087.64641,197322509.06723815,0.817818531195752,0.0010813157631495,4.6000000000000005,0.9989186842368504,0.4304475454618762,,0.0927597126241548,2.977218074613681,0.1928159308234349,0.7148570867045302,,0.0188784823504837,2.1808013752063373,2.1591437052602056,0.6470239758559071,0.9985257174792416,5.25,0.0,0.0,400.0,2.422824516355851,1.5777944558081791,0.6512211037806923,400.0,16.44251124641934,10.6718544185912,0.6490404208125563,400.0,0.6866676674258994,0.1263835610727893,-0.56028410635311,0.0,1.0,2,True,The solver successfully reached the end of the integration interval.,4.371,True,True,phi_strong
PC-3,ours+zero,9,123127,681239,4.999999987376214e-07,3.000000106112566e-07,-91.41999816894533,,doxorubicin,bortezomib,dna_intercalator,proteasome,241279087.64641,226166707.17072147,0.937365560260094,0.0068959510448082,4.4,0.9931040489551918,0.3081753190797742,,0.0335076666955592,2.1726785314832124,0.3306845611154573,0.4805860808010901,,0.0285012834830622,1.846810715817604,2.2243052749557997,0.8145115485642488,0.9903727319793308,5.25,0.1554832211935119,0.0,186.16352201257865,8.609056652850331,5.429799489974995,0.6307078358204634,400.0,16.44251124641934,10.660017899362108,0.6483205478532681,400.0,0.540309358887108,0.0321911308672474,-0.5081182280198605,0.0661806512063959,1.0,2,True,The solver successfully reached the end of the integration interval.,3.884,True,True,phi_strong
PC-3,ours+zero,1,673596,754143,9.99999993922529e-09,9.99999993922529e-09,-76.30000305175781,,NSC673596,bendamustine,other,alkylator,241279087.64641,244505534.329723,1.013372259961631,0.491711924091298,4.4,0.508288075908702,0.0297240134766821,8.200000000000001,-0.0003523519830801,0.3195619610744995,0.8551401612202184,0.067962696668654,,0.0352861750913841,0.1004141748043263,7.706775514201492,0.1276884591413244,0.4248070901379651,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,0.0325309557626348,0.0193631022147857,0.5952208215482618,400.0,1.1090544281393298,0.7179548682857783,0.6473576499670061,400.0,-0.0424381020975594,0.0003546854808362,0.0427927875783957,0.1427974537109579,1.0,2,True,The solver successfully reached the end of the integration interval.,7.526,True,True,phi_strong
PC-3,random,6,279836,737754,4.999999987376214e-07,1.0000000116860974e-07,27.4950008392334,,NSC279836,ixabepilone,other,antimitotic,241279087.64641,244327499.29373783,1.012634379867165,0.9707540544884814,4.4,0.0292459455115186,0.001127281712742,1.7999999999999998,-3.600823454359375e-05,0.0241634880888754,0.9876873641162002,0.0053805023007597,,0.005211639647596,0.0048410518060756,0.0,0.3782257054087914,0.0125673564518464,5.25,0.2033398275045627,0.0578624312878497,166.03773584905662,0.4513395075304535,0.261198781791113,0.5787190738526009,400.0,0.0037159631513533,0.0010272833531729,0.2764514370382874,161.68036500267516,-0.0027591903199652,1.4629657859366318e-05,0.0027738199778246,0.1417650098248511,1.0,2,True,The solver successfully reached the end of the integration interval.,3.176,True,True,phi_strong
PC-3,random,1,279836,761432,4.999999987376214e-07,4.999999858590343e-10,28.219999313354492,,NSC279836,NSC761432,other,other,241279087.64641,244463643.170331,1.0131986387837637,0.6873841794213339,4.4,0.3126158205786661,0.0177846909551309,7.4,-0.0002779378880977,0.1740731688457473,0.9067162309668966,0.0425286099717703,,0.0298857153611091,0.0632234672714185,8.047486934295572,0.115613573538015,0.2790581974946416,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,0.4513395075304535,0.2660810984552061,0.5895364664863791,400.0,2.404650062963026,1.455676122787233,0.6053588192344042,400.0,-0.0317489358864535,0.0002303206328314,0.031979256519285,0.1425171444794762,1.0,2,True,The solver successfully reached the end of the integration interval.,5.759,True,True,phi_strong
PC-3,tanimoto+zero,1,750,92859,4.999999873689376e-05,6.000000212225132e-06,-39.7599983215332,,NSC750,dromostanolone,other,hormonal,241279087.64641,244472712.59240943,1.0132362277110385,0.6674157918015138,4.4,0.3325842081984862,0.0167181186587005,7.0,-0.0002940495963671,0.1868762228698406,0.9085363081617032,0.0416577121432977,,0.0294533927293716,0.0609108937948825,8.04081966689469,0.0770148702347915,0.2680712617761414,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,231.23362626659684,152.10007284871998,0.6577766188441763,400.0,11.901275414901978,7.775123295112244,0.6533016860845651,400.0,-0.033273498152855,0.0002009444260651,0.0334744425789201,0.1425315830196091,1.0,2,True,The solver successfully reached the end of the integration interval.,3.724,True,True,phi_strong
PC-3,random,9,681239,750690,3.000000106112566e-07,1.0000000116860974e-07,-37.0,,bortezomib,everolimus,proteasome,kinase_inhibitor,241279087.64641,228642244.252873,0.9476256168041548,0.0092128334138294,4.4,0.9907871665861706,0.2874751010647327,,0.0287798674355363,2.0468794828674217,0.3539072675406326,0.4511105189663663,,0.0297569739587604,1.7809883927808816,2.2597656842751532,0.8390093280006601,0.9871752601405114,5.25,0.1610029557745819,0.0,183.6477987421384,16.44251124641934,10.657384657829004,0.6481603994736416,400.0,0.1288778901525277,0.0832753861468744,0.6461572737442983,400.0,0.4995899332133131,0.0262155625345269,-0.4733743706787862,0.0733189405214975,1.0,2,True,The solver successfully reached the end of the integration interval.,7.099,True,True,phi_strong
PC-3,tanimoto+zero,6,750,92859,4.999999873689376e-05,6.000000212225132e-06,-39.7599983215332,,NSC750,dromostanolone,other,hormonal,241279087.64641,244472712.59240943,1.0132362277110385,0.6674157918015138,4.4,0.3325842081984862,0.0167181186587005,7.0,-0.0002940495963671,0.1868762228698406,0.9085363081617032,0.0416577121432977,,0.0294533927293716,0.0609108937948825,8.04081966689469,0.0770148702347915,0.2680712617761414,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,231.23362626659684,152.10007284871998,0.6577766188441763,400.0,11.901275414901978,7.775123295112244,0.6533016860845651,400.0,-0.033273498152855,0.0002009444260651,0.0334744425789201,0.1425315830196091,1.0,2,True,The solver successfully reached the end of the integration interval.,3.669,True,True,phi_strong
T-47D,no_treatment,-1,-1,-1,0.0,0.0,,,,,,,241279087.64641,244307242.44601148,1.012550423781605,1.0,0.0,0.0,-0.0005289501584925,0.0,0.0,0.0,1.0,0.0,,0.001098475822591,6.230461558811701e-22,0.0,-4.4497688561597695,-0.0250950517930392,5.25,0.2033398275045627,0.0578624312878497,166.03773584905662,,,,,,,,,0.0,0.0,0.0,0.1416738683806418,1.0,0,True,The solver successfully reached the end of the integration interval.,0.151,,,phi_strong
PC-3,tanimoto+zero,9,681239,750690,3.000000106112566e-07,1.0000000116860974e-07,-37.0,,bortezomib,everolimus,proteasome,kinase_inhibitor,241279087.64641,228642244.252873,0.9476256168041548,0.0092128334138294,4.4,0.9907871665861706,0.2874751010647327,,0.0287798674355363,2.0468794828674217,0.3539072675406326,0.4511105189663663,,0.0297569739587604,1.7809883927808816,2.2597656842751532,0.8390093280006601,0.9871752601405114,5.25,0.1610029557745819,0.0,183.6477987421384,16.44251124641934,10.657384657829004,0.6481603994736416,400.0,0.1288778901525277,0.0832753861468744,0.6461572737442983,400.0,0.4995899332133131,0.0262155625345269,-0.4733743706787862,0.0733189405214975,1.0,2,True,The solver successfully reached the end of the integration interval.,6.873,True,True,phi_strong
T-47D,act_hamming+zero,9,79037,279836,4.999999873689376e-05,4.999999987376214e-07,38.91999816894531,,lomustine,NSC279836,alkylator,other,241279087.64641,244465870.56423408,1.0132078703915453,0.4893138982064067,4.4,0.5106861017935933,0.0304144416250586,8.6,-0.0002818948792547,0.3216851498017858,0.853353870274416,0.0688708374864895,,0.035442653849642,0.1023341884189702,7.695979901170715,0.1392442587617218,0.4327474693009737,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,5.002740239714067,3.2804488242173497,0.6557303931504637,400.0,11.09291211405064,7.064305433598631,0.6368305599979247,400.0,-0.0457037841641401,0.0003930759702314,0.0460968601343715,0.1427154897951791,1.0,2,True,The solver successfully reached the end of the integration interval.,6.172,True,True,phi_strong
T-47D,hamming+zero,9,79037,279836,4.999999873689376e-05,4.999999987376214e-07,38.91999816894531,,lomustine,NSC279836,alkylator,other,241279087.64641,244465870.56423408,1.0132078703915453,0.4893138982064067,4.4,0.5106861017935933,0.0304144416250586,8.6,-0.0002818948792547,0.3216851498017858,0.853353870274416,0.0688708374864895,,0.035442653849642,0.1023341884189702,7.695979901170715,0.1392442587617218,0.4327474693009737,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,5.002740239714067,3.2804488242173497,0.6557303931504637,400.0,11.09291211405064,7.064305433598631,0.6368305599979247,400.0,-0.0457037841641401,0.0003930759702314,0.0460968601343715,0.1427154897951791,1.0,2,True,The solver successfully reached the end of the integration interval.,6.167,True,True,phi_strong
T-47D,tanimoto+zero,9,713563,747972,9.999999747378752e-05,2.9999999242136255e-05,24.45599937438965,,arsenic trioxide,lapatinib,other,kinase_inhibitor,241279087.64641,244403701.42449197,1.0129502055423096,0.807144797846523,4.4,0.1928552021534769,0.0090872680311719,5.6,-0.0001714371374469,0.1043212491750525,0.945080084356924,0.0245313886117399,,0.0233669885665533,0.0383993907609811,8.041871936955353,0.0790595197511698,0.1530204196545098,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,2.247734761770227,1.344988606667321,0.5983751417396157,400.0,456.90223552326705,301.04427787072416,0.6588811663964685,400.0,-0.0142084261559429,9.22744725617708e-05,0.0143007006285047,0.1421294072292359,1.0,2,True,The solver successfully reached the end of the integration interval.,3.82,True,True,phi_strong
T-47D,random,9,45388,125973,4.999999987376214e-07,5.99999978589949e-08,29.951000213623047,,dacarbazine,paclitaxel,alkylator,antimitotic,241279087.64641,244507483.8866109,1.0133803400522303,0.6957767768166562,4.6000000000000005,0.3042232231833438,0.0187065251653436,7.6,-0.0003558148021341,0.1687006796304647,0.9042792528714084,0.0436974331827195,,0.0304475120142108,0.066421378419777,8.052272321432824,0.176402462559739,0.2865794404599896,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,0.0778429239898828,0.0496288300595278,0.6375509489594465,400.0,7.097702764445099,2.8331988136881208,0.3991712400074872,400.0,-0.0416493543419351,0.0003089048338101,0.0419582591757453,0.1427714548157029,1.0,2,True,The solver successfully reached the end of the integration interval.,4.878,True,True,phi_strong
T-47D,ours+zero,9,673596,681239,9.99999993922529e-09,2.999999892949745e-08,-88.95999908447266,,NSC673596,bortezomib,other,proteasome,241279087.64641,233523305.9868647,0.9678555579134512,0.0090474881832859,4.800000000000001,0.990952511816714,0.3129406468310747,,0.0196061114235234,2.0545282129357636,0.3451441882560193,0.461999435123977,,0.0292697290652564,1.4837946723863422,2.5946048332105107,0.7958639893965658,0.9902107447953028,5.25,0.1724312542656479,0.0359946996815853,178.61635220125788,4.84315787577589,3.1482581984183495,0.6500424473389664,400.0,0.5207749686267218,0.3236087882713949,0.6213985075449151,400.0,-0.2518474238008048,0.0332507695069388,0.2850981933077436,0.1056088849789658,1.0,2,True,The solver successfully reached the end of the integration interval.,8.971,True,True,phi_strong
DU-145,no_treatment,-1,-1,-1,0.0,0.0,,,,,,,241279087.64641,244307242.44601148,1.012550423781605,1.0,0.0,0.0,-0.0005289501584925,0.0,0.0,0.0,1.0,0.0,,0.001098475822591,6.230461558811701e-22,0.0,-4.4497688561597695,-0.0250950517930392,5.25,0.2033398275045627,0.0578624312878497,166.03773584905662,,,,,,,,,0.0,0.0,0.0,0.1416738683806418,1.0,0,True,The solver successfully reached the end of the integration interval.,0.162,,,phi_weak
DU-145,ours+zero,7,67574,754143,1.0000000116860974e-07,9.99999993922529e-09,-66.76000213623047,,vincristine,bendamustine,antimitotic,alkylator,241279087.64641,235011472.8544604,0.9740233815823496,0.011790803542853,4.4,0.988209196457147,0.2680587242977191,,0.0168472774529371,1.939729297944122,0.3890065494423788,0.4100430866878141,,0.0318989281831858,2.006372919568153,2.0318739367066825,0.8593639351244493,0.9826597006257238,5.25,0.178342803429609,0.0283778241901845,176.1006289308176,10.501821987414438,6.7112145288631835,0.6390523984224848,400.0,15.711282702554875,10.470994357751522,0.6664633662309947,400.0,0.0846655835256062,0.0190910480533829,-0.0655745354722233,0.1031669237654311,1.0,2,True,The solver successfully reached the end of the integration interval.,4.336,True,True,phi_weak
DU-145,hamming+zero,7,740,9706,9.99999993922529e-09,4.999999873689376e-06,-42.18000030517578,,NSC740,triethylenemelamine,other,alkylator,241279087.64641,236185063.00047877,0.978887417489756,0.0096849050930782,4.4,0.9903150949069218,0.2873956068569668,,0.0146839135927491,2.025177331980764,0.3782946805906364,0.4221697655176602,,0.0315024267151705,1.99780970494137,2.0449008635610713,0.8385608509163427,0.9863123901488248,5.25,0.1843879427084984,0.0380910942784249,173.58490566037736,1.4550478895615448,0.9476193148471792,0.6512633169295403,400.0,9.924387754952315,6.6090487424675946,0.6659401975874681,400.0,-0.0970285836079765,0.0216501568617333,0.1186787404697098,0.1146789808497588,1.0,2,True,The solver successfully reached the end of the integration interval.,9.79,True,True,phi_weak
DU-145,act_hamming+zero,7,740,9706,9.99999993922529e-09,4.999999873689376e-06,-42.18000030517578,,NSC740,triethylenemelamine,other,alkylator,241279087.64641,236185063.00047877,0.978887417489756,0.0096849050930782,4.4,0.9903150949069218,0.2873956068569668,,0.0146839135927491,2.025177331980764,0.3782946805906364,0.4221697655176602,,0.0315024267151705,1.99780970494137,2.0449008635610713,0.8385608509163427,0.9863123901488248,5.25,0.1843879427084984,0.0380910942784249,173.58490566037736,1.4550478895615448,0.9476193148471792,0.6512633169295403,400.0,9.924387754952315,6.6090487424675946,0.6659401975874681,400.0,-0.0970285836079765,0.0216501568617333,0.1186787404697098,0.1146789808497588,1.0,2,True,The solver successfully reached the end of the integration interval.,9.967,True,True,phi_weak
MDA-MB-231/ATCC,no_treatment,-1,-1,-1,0.0,0.0,,,,,,,241279087.64641,244307242.44601148,1.012550423781605,1.0,0.0,0.0,-0.0005289501584925,0.0,0.0,0.0,1.0,0.0,,0.001098475822591,6.230461558811701e-22,0.0,-4.4497688561597695,-0.0250950517930392,5.25,0.2033398275045627,0.0578624312878497,166.03773584905662,,,,,,,,,0.0,0.0,0.0,0.1416738683806418,1.0,0,True,The solver successfully reached the end of the integration interval.,0.159,,,phi_weak
MDA-MB-231/ATCC,act_hamming+zero,2,740,24559,9.999999717180683e-10,9.999999974752427e-07,-47.369998931884766,,NSC740,NSC24559,other,other,241279087.64641,244528364.49212423,1.0134668813505958,0.5362000901363478,4.4,0.4637999098636521,0.0255617323786105,7.800000000000001,-0.0003929013747803,0.2819458185490077,0.8698100649179769,0.0605755712475418,,0.0338720183702237,0.087675727542793,7.824545245915267,0.1007531932835432,0.372250301241139,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,0.0018356311089325,0.0010702075656629,0.583018864986062,400.0,2.464070125116591,1.4896033684562735,0.6045296167802006,400.0,-0.0307501842534894,0.0002698588673094,0.0310200431207988,0.1427435952628534,1.0,2,True,The solver successfully reached the end of the integration interval.,1.736,True,True,phi_weak
MDA-MB-231/ATCC,act_hamming+zero,6,740,24559,9.999999717180683e-10,9.999999974752427e-07,-47.369998931884766,,NSC740,NSC24559,other,other,241279087.64641,244528364.49212423,1.0134668813505958,0.5362000901363478,4.4,0.4637999098636521,0.0255617323786105,7.800000000000001,-0.0003929013747803,0.2819458185490077,0.8698100649179769,0.0605755712475418,,0.0338720183702237,0.087675727542793,7.824545245915267,0.1007531932835432,0.372250301241139,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,0.0018356311089325,0.0010702075656629,0.583018864986062,400.0,2.464070125116591,1.4896033684562735,0.6045296167802006,400.0,-0.0307501842534894,0.0002698588673094,0.0310200431207988,0.1427435952628534,1.0,2,True,The solver successfully reached the end of the integration interval.,1.716,True,True,phi_weak
DU-145,random,7,66847,754143,9.999999974752427e-07,9.99999993922529e-09,-38.16999816894531,,thalidomide,bendamustine,other,alkylator,241279087.64641,234869405.36486787,0.9734345717895974,0.0119457113008366,4.4,0.9880542886991632,0.2706249764308844,,0.0171098934968237,1.9340606865187888,0.3846707591269159,0.4149108254750385,,0.0316833063608542,1.9998679662163272,2.04033566244242,0.8545129769633079,0.982881420174862,5.25,0.178342803429609,0.0283778241901845,176.1006289308176,1899.9999729811136,1255.0510183664746,0.6605531769546767,400.0,15.711282702554875,10.471131170135,0.6664720741376671,400.0,0.0689996936328691,0.019977839576858,-0.0490218540560111,0.1034547423830841,1.0,2,True,The solver successfully reached the end of the integration interval.,10.959,True,True,phi_weak
MDA-MB-231/ATCC,act_hamming+zero,8,740,24559,9.999999717180683e-10,9.999999974752427e-07,-47.369998931884766,,NSC740,NSC24559,other,other,241279087.64641,244528364.49212423,1.0134668813505958,0.5362000901363478,4.4,0.4637999098636521,0.0255617323786105,7.800000000000001,-0.0003929013747803,0.2819458185490077,0.8698100649179769,0.0605755712475418,,0.0338720183702237,0.087675727542793,7.824545245915267,0.1007531932835432,0.372250301241139,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,0.0018356311089325,0.0010702075656629,0.583018864986062,400.0,2.464070125116591,1.4896033684562735,0.6045296167802006,400.0,-0.0307501842534894,0.0002698588673094,0.0310200431207988,0.1427435952628534,1.0,2,True,The solver successfully reached the end of the integration interval.,1.737,True,True,phi_weak
MDA-MB-231/ATCC,act_hamming+zero,7,82151,713563,1.999999987845058e-08,9.999999747378752e-05,-54.54100036621094,,daunorubicin,arsenic trioxide,dna_intercalator,other,241279087.64641,244517385.04673868,1.013421376182731,0.5532998209937818,4.4,0.4467001790062181,0.0241383288210172,7.6,-0.000373400898391,0.2683121714925419,0.8754001742051631,0.057793371298032,,0.0332984750431924,0.0833095511626835,7.8643951948713084,0.0932080593991458,0.3561925260571925,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,0.1181595423028795,0.0279948006413849,0.2369237396809277,147.86093499266497,2.404551954742679,1.45146260170136,0.6036312082334221,400.0,-0.0288931002196768,0.0002502861869403,0.0291433864066171,0.1426844811610842,1.0,2,True,The solver successfully reached the end of the integration interval.,4.912,True,True,phi_weak
MDA-MB-231/ATCC,hamming+zero,2,740,24559,9.999999717180683e-10,9.999999974752427e-07,-47.369998931884766,,NSC740,NSC24559,other,other,241279087.64641,244528364.49212423,1.0134668813505958,0.5362000901363478,4.4,0.4637999098636521,0.0255617323786105,7.800000000000001,-0.0003929013747803,0.2819458185490077,0.8698100649179769,0.0605755712475418,,0.0338720183702237,0.087675727542793,7.824545245915267,0.1007531932835432,0.372250301241139,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,0.0018356311089325,0.0010702075656629,0.583018864986062,400.0,2.464070125116591,1.4896033684562735,0.6045296167802006,400.0,-0.0307501842534894,0.0002698588673094,0.0310200431207988,0.1427435952628534,1.0,2,True,The solver successfully reached the end of the integration interval.,1.776,True,True,phi_weak
DU-145,tanimoto+zero,7,740,9706,9.99999993922529e-09,4.999999873689376e-06,-42.18000030517578,,NSC740,triethylenemelamine,other,alkylator,241279087.64641,236185063.00047877,0.978887417489756,0.0096849050930782,4.4,0.9903150949069218,0.2873956068569668,,0.0146839135927491,2.025177331980764,0.3782946805906364,0.4221697655176602,,0.0315024267151705,1.99780970494137,2.0449008635610713,0.8385608509163427,0.9863123901488248,5.25,0.1843879427084984,0.0380910942784249,173.58490566037736,1.4550478895615448,0.9476193148471792,0.6512633169295403,400.0,9.924387754952315,6.6090487424675946,0.6659401975874681,400.0,-0.0970285836079765,0.0216501568617333,0.1186787404697098,0.1146789808497588,1.0,2,True,The solver successfully reached the end of the integration interval.,9.71,True,True,phi_weak
MDA-MB-231/ATCC,hamming+zero,6,740,24559,9.999999717180683e-10,9.999999974752427e-07,-47.369998931884766,,NSC740,NSC24559,other,other,241279087.64641,244528364.49212423,1.0134668813505958,0.5362000901363478,4.4,0.4637999098636521,0.0255617323786105,7.800000000000001,-0.0003929013747803,0.2819458185490077,0.8698100649179769,0.0605755712475418,,0.0338720183702237,0.087675727542793,7.824545245915267,0.1007531932835432,0.372250301241139,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,0.0018356311089325,0.0010702075656629,0.583018864986062,400.0,2.464070125116591,1.4896033684562735,0.6045296167802006,400.0,-0.0307501842534894,0.0002698588673094,0.0310200431207988,0.1427435952628534,1.0,2,True,The solver successfully reached the end of the integration interval.,1.722,True,True,phi_weak
MDA-MB-231/ATCC,hamming+zero,8,740,24559,9.999999717180683e-10,9.999999974752427e-07,-47.369998931884766,,NSC740,NSC24559,other,other,241279087.64641,244528364.49212423,1.0134668813505958,0.5362000901363478,4.4,0.4637999098636521,0.0255617323786105,7.800000000000001,-0.0003929013747803,0.2819458185490077,0.8698100649179769,0.0605755712475418,,0.0338720183702237,0.087675727542793,7.824545245915267,0.1007531932835432,0.372250301241139,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,0.0018356311089325,0.0010702075656629,0.583018864986062,400.0,2.464070125116591,1.4896033684562735,0.6045296167802006,400.0,-0.0307501842534894,0.0002698588673094,0.0310200431207988,0.1427435952628534,1.0,2,True,The solver successfully reached the end of the integration interval.,1.718,True,True,phi_weak
MDA-MB-231/ATCC,ours+zero,6,613327,754143,9.99999993922529e-09,9.99999993922529e-09,-90.0999984741211,,gemcitabine,bendamustine,antimetabolite,alkylator,241279087.64641,232951586.61596733,0.965486022383148,0.0087894551317613,4.4,0.9912105448682386,0.2889097106205447,,0.0206706690073911,2.067310747698307,0.3630111223147843,0.4400800683910575,,0.0306488994947542,2.187400312872354,1.924155814918661,0.837021993114804,0.9869715252168462,5.25,0.1724312542656479,0.0190944306728874,178.61635220125788,6.90651974161988,4.596256433039082,0.6654953008157275,400.0,16.469569332401257,10.97846496279439,0.6665908950755627,400.0,0.1349573237540282,0.023735591806916,-0.1112217319471121,0.0950650951345911,1.0,2,True,The solver successfully reached the end of the integration interval.,2.618,True,True,phi_weak
MDA-MB-231/ATCC,hamming+zero,7,82151,713563,1.999999987845058e-08,9.999999747378752e-05,-54.54100036621094,,daunorubicin,arsenic trioxide,dna_intercalator,other,241279087.64641,244517385.04673868,1.013421376182731,0.5532998209937818,4.4,0.4467001790062181,0.0241383288210172,7.6,-0.000373400898391,0.2683121714925419,0.8754001742051631,0.057793371298032,,0.0332984750431924,0.0833095511626835,7.8643951948713084,0.0932080593991458,0.3561925260571925,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,0.1181595423028795,0.0279948006413849,0.2369237396809277,147.86093499266497,2.404551954742679,1.45146260170136,0.6036312082334221,400.0,-0.0288931002196768,0.0002502861869403,0.0291433864066171,0.1426844811610842,1.0,2,True,The solver successfully reached the end of the integration interval.,5.044,True,True,phi_weak
MDA-MB-231/ATCC,ours+zero,8,119875,713563,4.999999873689376e-06,9.999999747378752e-05,-42.95500183105469,,cisplatin,arsenic trioxide,platinum,other,241279087.64641,244517671.6397376,1.0134225639897712,0.5524406159047264,4.4,0.4475593840952736,0.0241838499704357,7.6,-0.0003739099243034,0.2689871004209763,0.8751621269978462,0.0579114848768935,,0.0333209751394466,0.0834720399355891,7.862838726791411,0.0931289094357681,0.3566637936933932,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,0.9406837398224496,0.608433135511865,0.6467988227655603,400.0,2.404551954742679,1.4515662751893297,0.6036743237451353,400.0,-0.0289136708574317,0.0002502014768936,0.0291638723343254,0.1426854479840255,1.0,2,True,The solver successfully reached the end of the integration interval.,1.77,True,True,phi_weak
MDA-MB-231/ATCC,ours+zero,7,82151,713563,1.999999987845058e-08,9.999999747378752e-05,-54.54100036621094,,daunorubicin,arsenic trioxide,dna_intercalator,other,241279087.64641,244517385.04673868,1.013421376182731,0.5532998209937818,4.4,0.4467001790062181,0.0241383288210172,7.6,-0.000373400898391,0.2683121714925419,0.8754001742051631,0.057793371298032,,0.0332984750431924,0.0833095511626835,7.8643951948713084,0.0932080593991458,0.3561925260571925,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,0.1181595423028795,0.0279948006413849,0.2369237396809277,147.86093499266497,2.404551954742679,1.45146260170136,0.6036312082334221,400.0,-0.0288931002196768,0.0002502861869403,0.0291433864066171,0.1426844811610842,1.0,2,True,The solver successfully reached the end of the integration interval.,4.898,True,True,phi_weak
MDA-MB-231/ATCC,random,2,246131,686673,1.9999999494757503e-05,2.0000000233721948e-07,-27.8799991607666,,mitoxantrone,NSC686673,dna_intercalator,other,241279087.64641,244366224.25816408,1.0127948785030148,0.8250155751214041,4.4,0.1749844248785959,0.0074594926356812,5.200000000000001,-0.0001048367771947,0.0948105537118366,0.9516934094725852,0.0215029381904843,,0.021679790146172,0.0337208726551363,7.973487915036452,0.0635029770955422,0.1253719934703454,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,2.3045305279580006,0.5491124458009803,0.2382751884339488,141.26048635483147,0.0031046155193241,0.0017775541081117,0.5725520912485431,400.0,-0.0058902550279857,5.719807860649073e-05,0.0059474531065922,0.141934988178832,1.0,2,True,The solver successfully reached the end of the integration interval.,3.288,True,True,phi_weak
MDA-MB-231/ATCC,random,6,125973,737754,5.99999978589949e-08,9.999999747378752e-06,25.70599937438965,,paclitaxel,ixabepilone,antimitotic,antimitotic,241279087.64641,244397912.07521173,1.012926211132613,0.7392329433805799,4.6000000000000005,0.2607670566194201,0.0141291994180292,7.000000000000001,-0.0001611496000212,0.1423892960237803,0.9218220085017,0.0353529273063761,,0.0278280522832744,0.0540883160016963,8.112830429214474,0.1312909872188586,0.2347605999771476,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,6.251790332932513,2.4710659457943644,0.3952573285731524,400.0,0.376363529046734,0.1181574027961605,0.3139448795568303,207.29770614363736,-0.0234731858207952,0.0002044845078637,0.0236776703286589,0.1422434390830075,1.0,2,True,The solver successfully reached the end of the integration interval.,1.474,True,True,phi_weak
